source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ENSG00000005302	ENSG00000187049	MSL3	TMEM216	0.1937	-0.0194	-0.0223	-0.0128	0.7708
ENSG00000005302	ENSG00000197019	MSL3	SERTAD1	0.2592	0.1004	0.0614	0.1295	0.1297
ENSG00000005302	ENSG00000197253	MSL3	TPSB2	0.1868	0.1145	0.1106	0.0187	0.0837
ENSG00000005302	ENSG00000227507	MSL3	LTB	0.1901	0.0727	0.0488	0.0941	0.2735
ENSG00000005302	ENSG00000266472	MSL3	MRPS21	0.2306	0.1516	0.1464	0.1878	0.0217
ENSG00000005339	ENSG00000005448	CREBBP	WDR54	0.2015	0.1968	0.1973	0.1855	0.0028
ENSG00000005339	ENSG00000006015	CREBBP	REX1BD	0.2366	0.1272	0.0923	0.1526	0.0547
ENSG00000005339	ENSG00000011275	CREBBP	RNF216	0.1922	0.2407	0.2267	0.2595	0.0002
ENSG00000005339	ENSG00000026508	CREBBP	CD44	0.1910	0.0622	0.0065	0.0699	0.3489
ENSG00000005339	ENSG00000035687	CREBBP	ADSS	0.1787	0.1558	0.1491	0.1594	0.0183
ENSG00000005339	ENSG00000059804	CREBBP	SLC2A3	0.1890	0.0039	-0.0438	0.0048	0.9533
ENSG00000005339	ENSG00000066379	CREBBP	ZNRD1	0.2357	0.1523	0.1094	0.1742	0.0211
ENSG00000005339	ENSG00000071994	CREBBP	PDCD2	0.2101	0.0515	0.0389	0.0575	0.4378
ENSG00000005339	ENSG00000072042	CREBBP	RDH11	0.1966	0.2241	0.2181	0.1983	0.0006
ENSG00000005339	ENSG00000089280	CREBBP	FUS	0.1833	0.0632	0.0034	0.0303	0.3409
ENSG00000005339	ENSG00000092199	CREBBP	HNRNPC	0.2286	-0.1379	-0.1446	-0.1575	0.0370
ENSG00000005339	ENSG00000099385	CREBBP	BCL7C	0.2056	0.0776	0.0365	0.0838	0.2420
ENSG00000005339	ENSG00000099821	CREBBP	POLRMT	0.2215	0.2270	0.2129	0.1900	0.0005
ENSG00000005339	ENSG00000099956	CREBBP	SMARCB1	0.1975	0.1420	0.1292	0.1371	0.0317
ENSG00000005339	ENSG00000100104	CREBBP	SRRD	0.2045	0.1617	0.1494	0.0997	0.0143
ENSG00000005339	ENSG00000100410	CREBBP	PHF5A	0.1936	0.1815	0.1807	0.1625	0.0059
ENSG00000005339	ENSG00000100811	CREBBP	YY1	0.2192	-0.0405	-0.0554	-0.0483	0.5419
ENSG00000005339	ENSG00000100823	CREBBP	APEX1	0.2173	0.0298	0.0242	0.0352	0.6538
ENSG00000005339	ENSG00000100888	CREBBP	CHD8	0.1858	0.2250	0.2324	0.2023	0.0006
ENSG00000005339	ENSG00000101246	CREBBP	ARFRP1	0.1786	0.2381	0.2367	0.2171	0.0003
ENSG00000005339	ENSG00000105821	CREBBP	DNAJC2	0.2380	0.2144	0.2098	0.2058	0.0011
ENSG00000005339	ENSG00000106785	CREBBP	TRIM14	0.2638	0.1553	0.1452	0.1211	0.0187
ENSG00000005339	ENSG00000108010	CREBBP	GLRX3	0.2103	0.2334	0.2363	0.2390	0.0004
ENSG00000005339	ENSG00000110324	CREBBP	IL10RA	0.2383	0.1920	0.1974	0.2318	0.0035
ENSG00000005339	ENSG00000111639	CREBBP	MRPL51	0.2252	-0.0141	-0.0557	-0.0160	0.8323
ENSG00000005339	ENSG00000112695	CREBBP	COX7A2	0.2764	0.0242	-0.0383	0.0272	0.7153
ENSG00000005339	ENSG00000113263	CREBBP	ITK	0.2003	-0.0704	-0.0917	-0.0803	0.2885
ENSG00000005339	ENSG00000114125	CREBBP	RNF7	0.2413	0.0109	-0.0347	0.0124	0.8691
ENSG00000005339	ENSG00000114353	CREBBP	GNAI2	0.1810	0.1141	0.1396	0.1014	0.0849
ENSG00000005339	ENSG00000117984	CREBBP	CTSD	0.2035	-0.0078	-0.0267	-0.0095	0.9061
ENSG00000005339	ENSG00000120533	CREBBP	ENY2	0.1925	-0.0017	-0.0287	-0.0020	0.9796
ENSG00000005339	ENSG00000121774	CREBBP	KHDRBS1	0.2437	0.2098	0.1863	0.2523	0.0014
ENSG00000005339	ENSG00000121966	CREBBP	CXCR4	0.1974	0.0546	0.0439	0.0711	0.4108
ENSG00000005339	ENSG00000123124	CREBBP	WWP1	0.2022	0.0491	0.0436	0.0464	0.4592
ENSG00000005339	ENSG00000126777	CREBBP	KTN1	0.2273	0.0875	0.0685	0.1030	0.1870
ENSG00000005339	ENSG00000128534	CREBBP	LSM8	0.2366	0.1299	0.1121	0.1510	0.0496
ENSG00000005339	ENSG00000128789	CREBBP	PSMG2	0.2106	0.2200	0.2186	0.2369	0.0008
ENSG00000005339	ENSG00000136888	CREBBP	ATP6V1G1	0.2269	0.0989	0.0513	0.1076	0.1356
ENSG00000005339	ENSG00000137642	CREBBP	SORL1	0.2366	0.1207	0.1059	0.1528	0.0683
ENSG00000005339	ENSG00000140455	CREBBP	USP3	0.2465	0.2571	0.2427	0.2697	0.0001
ENSG00000005339	ENSG00000140853	CREBBP	NLRC5	0.2217	0.1948	0.2006	0.2209	0.0031
ENSG00000005339	ENSG00000143256	CREBBP	PFDN2	0.2078	0.0497	0.0235	0.0542	0.4538
ENSG00000005339	ENSG00000143575	CREBBP	HAX1	0.2154	-0.0036	-0.0392	-0.0040	0.9573
ENSG00000005339	ENSG00000143774	CREBBP	GUK1	0.2017	0.1411	0.0800	0.1512	0.0329
ENSG00000005339	ENSG00000144381	CREBBP	HSPD1	0.2261	-0.0592	-0.0687	-0.0712	0.3726
ENSG00000005339	ENSG00000147251	CREBBP	DOCK11	0.2112	0.1213	0.1187	0.1192	0.0668
ENSG00000005339	ENSG00000147679	CREBBP	UTP23	0.1970	0.1568	0.1576	0.1457	0.0175
ENSG00000005339	ENSG00000155463	CREBBP	OXA1L	0.1980	-0.1089	-0.1405	-0.1203	0.1002
ENSG00000005339	ENSG00000156411	CREBBP	ATP5MPL	0.1852	0.1110	0.0380	0.1274	0.0937
ENSG00000005339	ENSG00000163466	CREBBP	ARPC2	0.2169	0.0968	0.1260	0.0732	0.1444
ENSG00000005339	ENSG00000163468	CREBBP	CCT3	0.2587	0.2184	0.1738	0.2633	0.0009
ENSG00000005339	ENSG00000165782	CREBBP	PIP4P1	0.2033	0.1829	0.1561	0.1622	0.0055
ENSG00000005339	ENSG00000166199	CREBBP	ALKBH3	0.2120	0.0535	0.0472	0.0390	0.4205
ENSG00000005339	ENSG00000168958	CREBBP	MFF	0.2101	0.0050	-0.0194	0.0054	0.9403
ENSG00000005339	ENSG00000169689	CREBBP	CENPX	0.2165	0.1780	0.1794	0.1748	0.0069
ENSG00000005339	ENSG00000172354	CREBBP	GNB2	0.2451	0.1405	0.1257	0.1646	0.0336
ENSG00000005339	ENSG00000172500	CREBBP	FIBP	0.2056	0.1031	0.1034	0.1045	0.1198
ENSG00000005339	ENSG00000173674	CREBBP	EIF1AX	0.2186	-0.0697	-0.1153	-0.0824	0.2934
ENSG00000005339	ENSG00000173846	CREBBP	PLK3	0.2027	-0.1403	-0.1848	-0.1713	0.0339
ENSG00000005339	ENSG00000177311	CREBBP	ZBTB38	0.1893	-0.1418	-0.1566	-0.1426	0.0320
ENSG00000005339	ENSG00000180357	CREBBP	ZNF609	0.1827	0.1205	0.1194	0.1111	0.0688
ENSG00000005339	ENSG00000180370	CREBBP	PAK2	0.2103	0.1461	0.1356	0.1714	0.0270
ENSG00000005339	ENSG00000183726	CREBBP	TMEM50A	0.2327	-0.0360	-0.0729	-0.0419	0.5878
ENSG00000005339	ENSG00000185885	CREBBP	IFITM1	0.2136	-0.0744	-0.0965	-0.0878	0.2619
ENSG00000005339	ENSG00000197989	CREBBP	SNHG12	0.1899	-0.0634	-0.0790	-0.0737	0.3396
ENSG00000005339	ENSG00000198833	CREBBP	UBE2J1	0.2328	0.1561	0.1453	0.1394	0.0181
ENSG00000005339	ENSG00000205413	CREBBP	SAMD9	0.2072	0.0225	0.0043	0.0237	0.7348
ENSG00000005339	ENSG00000255529	CREBBP	POLR2M	0.1978	-0.0232	-0.0268	-0.0153	0.7267
ENSG00000005339	ENSG00000272449	CREBBP	AL139246.5	0.2109	0.1780	0.1777	0.1685	0.0069
ENSG00000005339	ENSG00000275700	CREBBP	AATF	0.1885	0.0916	0.0831	0.0927	0.1672
ENSG00000005339	ENSG00000278311	CREBBP	GGNBP2	0.2113	-0.0578	-0.1070	-0.0676	0.3841
ENSG00000005436	ENSG00000166441	GCFC2	RPL27A	0.1861	0.0010	-0.0535	0.0007	0.9883
ENSG00000005436	ENSG00000185800	GCFC2	DMWD	0.1852	-0.0523	-0.0493	-0.0558	0.4309
ENSG00000005436	ENSG00000198019	GCFC2	FCGR1B	0.1574	-0.0199	-0.0199	-0.0051	0.7649
ENSG00000005801	ENSG00000126216	ZNF195	TUBGCP3	0.1971	0.1980	0.2170	0.2198	0.0026
ENSG00000005801	ENSG00000162231	ZNF195	NXF1	0.1928	0.0788	0.0680	0.1445	0.2349
ENSG00000005801	ENSG00000179532	ZNF195	DNHD1	0.1948	-0.0166	-0.0131	-0.0149	0.8031
ENSG00000005889	ENSG00000011260	ZFX	UTP18	0.2057	0.2090	0.2153	0.2131	0.0015
ENSG00000005889	ENSG00000029725	ZFX	RABEP1	0.2085	0.2567	0.2571	0.2427	0.0001
ENSG00000005889	ENSG00000075539	ZFX	FRYL	0.2338	0.1973	0.1912	0.2214	0.0027
ENSG00000005889	ENSG00000078808	ZFX	SDF4	0.1892	0.1896	0.1910	0.2303	0.0040
ENSG00000005889	ENSG00000080815	ZFX	PSEN1	0.2325	0.1200	0.1134	0.1193	0.0700
ENSG00000005889	ENSG00000087206	ZFX	UIMC1	0.1914	0.1754	0.1799	0.1805	0.0078
ENSG00000005889	ENSG00000089280	ZFX	FUS	0.2025	0.0522	0.0149	0.0287	0.4320
ENSG00000005889	ENSG00000095787	ZFX	WAC	0.2077	0.2109	0.2134	0.2849	0.0013
ENSG00000005889	ENSG00000099385	ZFX	BCL7C	0.2119	0.0341	0.0098	0.0424	0.6075
ENSG00000005889	ENSG00000102096	ZFX	PIM2	0.1856	0.2810	0.2845	0.3447	0.0000
ENSG00000005889	ENSG00000108523	ZFX	RNF167	0.1943	0.2679	0.2662	0.3387	0.0000
ENSG00000005889	ENSG00000117362	ZFX	APH1A	0.2180	0.2241	0.2391	0.2730	0.0006
ENSG00000005889	ENSG00000122033	ZFX	MTIF3	0.2257	0.2961	0.2959	0.3402	0.0000
ENSG00000005889	ENSG00000132792	ZFX	CTNNBL1	0.2043	0.2213	0.2166	0.2302	0.0007
ENSG00000005889	ENSG00000136167	ZFX	LCP1	0.2032	0.2122	0.1847	0.2912	0.0012
ENSG00000005889	ENSG00000142168	ZFX	SOD1	0.1708	-0.0026	-0.0063	-0.0033	0.9683
ENSG00000005889	ENSG00000172586	ZFX	CHCHD1	0.1895	0.0967	0.0933	0.0992	0.1445
ENSG00000005889	ENSG00000184009	ZFX	ACTG1	0.1935	0.2080	0.2302	0.1029	0.0016
ENSG00000005889	ENSG00000196912	ZFX	ANKRD36B	0.1928	0.1924	0.1849	0.1671	0.0035
ENSG00000005889	ENSG00000198000	ZFX	NOL8	0.2189	0.2424	0.2432	0.2683	0.0002
ENSG00000005889	ENSG00000198833	ZFX	UBE2J1	0.1955	0.1547	0.1536	0.1590	0.0191
ENSG00000006194	ENSG00000112294	ZNF263	ALDH5A1	0.1900	0.0518	0.0536	0.0210	0.4350
ENSG00000006194	ENSG00000117523	ZNF263	PRRC2C	0.2066	-0.1280	-0.1860	-0.1880	0.0532
ENSG00000006194	ENSG00000119912	ZNF263	IDE	0.1736	-0.0946	-0.0949	-0.0689	0.1536
ENSG00000006194	ENSG00000165632	ZNF263	TAF3	0.2012	0.1720	0.1800	0.2312	0.0091
ENSG00000006194	ENSG00000166750	ZNF263	SLFN5	0.2233	0.1516	0.1240	0.2557	0.0218
ENSG00000006194	ENSG00000267575	ZNF263	AC006504.5	0.1982	-0.0556	-0.0556	-0.0254	0.4026
ENSG00000006576	ENSG00000047579	PHTF2	DTNBP1	0.2006	0.2886	0.2946	0.2793	0.0000
ENSG00000006576	ENSG00000101158	PHTF2	NELFCD	0.1933	0.1860	0.1914	0.2030	0.0048
ENSG00000006576	ENSG00000128951	PHTF2	DUT	0.2079	0.2173	0.2581	0.3059	0.0009
ENSG00000006576	ENSG00000146833	PHTF2	TRIM4	0.2075	0.2212	0.2157	0.2141	0.0007
ENSG00000006576	ENSG00000163931	PHTF2	TKT	0.2124	0.2927	0.3024	0.4071	0.0000
ENSG00000006576	ENSG00000173214	PHTF2	MFSD4B	0.1760	-0.0761	-0.0787	-0.0564	0.2513
ENSG00000006576	ENSG00000175548	PHTF2	ALG10B	0.1939	-0.0701	-0.0705	-0.0283	0.2911
ENSG00000006576	ENSG00000249859	PHTF2	PVT1	0.1926	0.2446	0.2478	0.2732	0.0002
ENSG00000006704	ENSG00000137747	GTF2IRD1	TMPRSS13	0.1841	-0.0076	-0.0076	-0.0043	0.9086
ENSG00000006704	ENSG00000152944	GTF2IRD1	MED21	0.2071	-0.0365	-0.0366	-0.0920	0.5827
ENSG00000007237	ENSG00000170899	GAS7	GSTA4	0.1740	-0.0140	-0.0140	-0.0093	0.8333
ENSG00000007237	ENSG00000177191	GAS7	B3GNT8	0.1939	-0.0243	-0.0245	-0.0282	0.7141
ENSG00000007866	ENSG00000178057	TEAD3	NDUFAF3	0.2181	-0.0491	-0.0479	-0.3544	0.4596
ENSG00000007866	ENSG00000182376	TEAD3	AC138028.1	0.1725	-0.0099	-0.0099	-0.0210	0.8817
ENSG00000007866	ENSG00000243725	TEAD3	TTC4	0.1890	-0.0087	-0.0088	-0.0174	0.8954
ENSG00000007968	ENSG00000125388	E2F2	GRK4	0.1979	-0.0126	-0.0126	-0.0308	0.8499
ENSG00000008083	ENSG00000039123	JARID2	MTREX	0.2187	0.3410	0.3461	0.2889	0.0000
ENSG00000008083	ENSG00000055917	JARID2	PUM2	0.2177	0.2494	0.2452	0.2794	0.0001
ENSG00000008083	ENSG00000065518	JARID2	NDUFB4	0.2363	0.0159	-0.0423	0.0207	0.8104
ENSG00000008083	ENSG00000066777	JARID2	ARFGEF1	0.2178	0.1502	0.1563	0.1638	0.0230
ENSG00000008083	ENSG00000069329	JARID2	VPS35	0.1961	0.2213	0.2093	0.2344	0.0007
ENSG00000008083	ENSG00000071553	JARID2	ATP6AP1	0.2126	0.1779	0.1704	0.1718	0.0070
ENSG00000008083	ENSG00000091039	JARID2	OSBPL8	0.1943	0.2040	0.2055	0.2537	0.0019
ENSG00000008083	ENSG00000099956	JARID2	SMARCB1	0.2177	0.2774	0.2752	0.3006	0.0000
ENSG00000008083	ENSG00000100814	JARID2	CCNB1IP1	0.2000	0.2644	0.2660	0.2657	0.0001
ENSG00000008083	ENSG00000105220	JARID2	GPI	0.1804	0.1302	0.1284	0.1391	0.0492
ENSG00000008083	ENSG00000108588	JARID2	CCDC47	0.1989	0.1791	0.1788	0.1496	0.0066
ENSG00000008083	ENSG00000114331	JARID2	ACAP2	0.2066	0.1494	0.1581	0.1871	0.0238
ENSG00000008083	ENSG00000114354	JARID2	TFG	0.2022	0.1798	0.1886	0.1814	0.0064
ENSG00000008083	ENSG00000116209	JARID2	TMEM59	0.2145	0.1982	0.2032	0.2569	0.0026
ENSG00000008083	ENSG00000119640	JARID2	ACYP1	0.2008	0.2188	0.2188	0.1871	0.0009
ENSG00000008083	ENSG00000120705	JARID2	ETF1	0.1698	0.0809	0.0862	0.0740	0.2225
ENSG00000008083	ENSG00000123609	JARID2	NMI	0.2010	0.2359	0.2441	0.2679	0.0003
ENSG00000008083	ENSG00000124570	JARID2	SERPINB6	0.2245	0.2700	0.2656	0.3052	0.0000
ENSG00000008083	ENSG00000127314	JARID2	RAP1B	0.2265	0.2344	0.2622	0.2962	0.0003
ENSG00000008083	ENSG00000127837	JARID2	AAMP	0.1959	0.2626	0.2591	0.2818	0.0001
ENSG00000008083	ENSG00000135945	JARID2	REV1	0.1992	0.1941	0.2016	0.2020	0.0032
ENSG00000008083	ENSG00000141858	JARID2	SAMD1	0.2021	0.1655	0.1793	0.1650	0.0121
ENSG00000008083	ENSG00000145241	JARID2	CENPC	0.1911	0.2453	0.2436	0.2822	0.0002
ENSG00000008083	ENSG00000148634	JARID2	HERC4	0.1949	0.1752	0.1719	0.1931	0.0079
ENSG00000008083	ENSG00000150779	JARID2	TIMM8B	0.2073	0.2062	0.2043	0.2216	0.0017
ENSG00000008083	ENSG00000163453	JARID2	IGFBP7	0.1917	0.2918	0.2948	0.2812	0.0000
ENSG00000008083	ENSG00000169718	JARID2	DUS1L	0.1847	-0.0396	-0.0483	-0.0498	0.5512
ENSG00000008083	ENSG00000170144	JARID2	HNRNPA3	0.2153	0.0953	0.1583	0.1202	0.1505
ENSG00000008083	ENSG00000175203	JARID2	DCTN2	0.2016	0.2134	0.2008	0.2553	0.0012
ENSG00000008083	ENSG00000184281	JARID2	TSSC4	0.2084	0.2279	0.2247	0.2335	0.0005
ENSG00000008083	ENSG00000185627	JARID2	PSMD13	0.1896	0.2170	0.2145	0.2684	0.0009
ENSG00000008083	ENSG00000185838	JARID2	GNB1L	0.1824	0.2457	0.2556	0.1842	0.0002
ENSG00000008083	ENSG00000185905	JARID2	C16orf54	0.2008	0.1813	0.1913	0.2186	0.0059
ENSG00000008083	ENSG00000187713	JARID2	TMEM203	0.2349	0.1797	0.1669	0.1999	0.0064
ENSG00000008083	ENSG00000187735	JARID2	TCEA1	0.2045	0.0893	0.0610	0.1146	0.1780
ENSG00000008083	ENSG00000198730	JARID2	CTR9	0.1948	0.2044	0.2078	0.2165	0.0019
ENSG00000008083	ENSG00000205531	JARID2	NAP1L4	0.2033	0.2016	0.2161	0.2687	0.0022
ENSG00000008083	ENSG00000230148	JARID2	HOXB-AS1	0.1939	0.0470	0.0510	0.0328	0.4793
ENSG00000008083	ENSG00000242247	JARID2	ARFGAP3	0.2288	0.1255	0.1350	0.1349	0.0579
ENSG00000008083	ENSG00000263753	JARID2	LINC00667	0.1843	-0.0081	-0.0096	-0.0075	0.9026
ENSG00000008405	ENSG00000156172	CRY1	C8orf37	0.1611	0.1385	0.1415	0.1054	0.0363
ENSG00000008405	ENSG00000230747	CRY1	AC021188.1	0.1848	-0.0181	-0.0181	-0.0057	0.7852
ENSG00000008441	ENSG00000131381	NFIX	RBSN	0.1905	0.1172	0.1179	0.2359	0.0767
ENSG00000009954	ENSG00000013810	BAZ1B	TACC3	0.2322	0.2433	0.2435	0.2378	0.0002
ENSG00000009954	ENSG00000023318	BAZ1B	ERP44	0.1907	0.1883	0.1935	0.2049	0.0043
ENSG00000009954	ENSG00000029363	BAZ1B	BCLAF1	0.2367	-0.0872	-0.0923	-0.1126	0.1884
ENSG00000009954	ENSG00000057608	BAZ1B	GDI2	0.1908	0.2020	0.2027	0.2502	0.0021
ENSG00000009954	ENSG00000086589	BAZ1B	RBM22	0.2220	0.1414	0.1387	0.1289	0.0325
ENSG00000009954	ENSG00000089063	BAZ1B	TMEM230	0.2144	0.1998	0.1482	0.2484	0.0024
ENSG00000009954	ENSG00000089220	BAZ1B	PEBP1	0.2199	0.0492	0.0165	0.0605	0.4584
ENSG00000009954	ENSG00000089248	BAZ1B	ERP29	0.2092	0.1139	0.0111	0.1325	0.0856
ENSG00000009954	ENSG00000090266	BAZ1B	NDUFB2	0.2074	0.1163	0.0051	0.1375	0.0790
ENSG00000009954	ENSG00000099849	BAZ1B	RASSF7	0.2259	0.0070	0.0083	0.0060	0.9164
ENSG00000009954	ENSG00000101577	BAZ1B	LPIN2	0.2291	0.2739	0.2682	0.3071	0.0000
ENSG00000009954	ENSG00000102401	BAZ1B	ARMCX3	0.2024	0.2735	0.2744	0.2820	0.0000
ENSG00000009954	ENSG00000102580	BAZ1B	DNAJC3	0.2230	0.1939	0.1846	0.1942	0.0032
ENSG00000009954	ENSG00000113263	BAZ1B	ITK	0.2004	-0.0171	-0.0571	-0.0206	0.7964
ENSG00000009954	ENSG00000114023	BAZ1B	FAM162A	0.1881	0.1367	0.1199	0.1571	0.0387
ENSG00000009954	ENSG00000116266	BAZ1B	STXBP3	0.2070	0.1880	0.1827	0.1673	0.0043
ENSG00000009954	ENSG00000127334	BAZ1B	DYRK2	0.2045	0.2323	0.2338	0.2567	0.0004
ENSG00000009954	ENSG00000127922	BAZ1B	SEM1	0.2316	0.1687	0.1251	0.2061	0.0106
ENSG00000009954	ENSG00000128463	BAZ1B	EMC4	0.1945	0.1636	0.1586	0.1707	0.0132
ENSG00000009954	ENSG00000132305	BAZ1B	IMMT	0.1824	0.1376	0.1291	0.1341	0.0374
ENSG00000009954	ENSG00000141552	BAZ1B	ANAPC11	0.2060	0.0952	0.0687	0.1125	0.1511
ENSG00000009954	ENSG00000145675	BAZ1B	PIK3R1	0.2706	0.2451	0.2184	0.3015	0.0002
ENSG00000009954	ENSG00000148516	BAZ1B	ZEB1	0.2007	0.1365	0.1361	0.1337	0.0391
ENSG00000009954	ENSG00000164654	BAZ1B	MIOS	0.2043	0.1573	0.1737	0.0717	0.0172
ENSG00000009954	ENSG00000167522	BAZ1B	ANKRD11	0.2015	0.1841	0.1367	0.2372	0.0052
ENSG00000009954	ENSG00000168291	BAZ1B	PDHB	0.2410	0.1890	0.2036	0.1922	0.0041
ENSG00000009954	ENSG00000172183	BAZ1B	ISG20	0.1972	0.1974	0.1638	0.2469	0.0027
ENSG00000009954	ENSG00000172586	BAZ1B	CHCHD1	0.1962	0.2272	0.2229	0.2135	0.0005
ENSG00000009954	ENSG00000175265	BAZ1B	GOLGA8A	0.1862	0.2367	0.2298	0.2279	0.0003
ENSG00000009954	ENSG00000185651	BAZ1B	UBE2L3	0.2292	0.1817	0.2076	0.2218	0.0058
ENSG00000009954	ENSG00000186222	BAZ1B	BLOC1S4	0.2069	0.1962	0.1959	0.2116	0.0029
ENSG00000009954	ENSG00000213593	BAZ1B	TMX2	0.2195	0.2302	0.2349	0.1867	0.0004
ENSG00000010030	ENSG00000005206	ETV7	SPPL2B	0.1634	-0.0442	-0.0445	-0.0935	0.5057
ENSG00000010030	ENSG00000110841	ETV7	PPFIBP1	0.1841	-0.0124	-0.0125	-0.0081	0.8514
ENSG00000010030	ENSG00000132128	ETV7	LRRC41	0.1805	-0.0542	-0.0545	-0.1347	0.4146
