source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ENSG00000007264	ENSG00000147202	MATK	DIAPH2	0.3127	-0.0206	-0.0206	-0.0107	0.8510
ENSG00000007312	ENSG00000099992	CD79B	TBC1D10A	0.3268	-0.0616	-0.0617	-0.0611	0.5729
ENSG00000007312	ENSG00000159840	CD79B	ZYX	0.2969	-0.0269	-0.0269	-0.0121	0.8056
ENSG00000007541	ENSG00000113732	PIGQ	ATP6V0E1	0.3601	-0.0527	-0.0526	-0.1051	0.6299
ENSG00000007541	ENSG00000197586	PIGQ	ENTPD6	0.3120	-0.0237	-0.0238	-0.0246	0.8286
ENSG00000008018	ENSG00000105722	PSMB1	ERF	0.2615	-0.0600	-0.0604	-0.0506	0.5835
ENSG00000008018	ENSG00000143514	PSMB1	TP53BP2	0.2924	-0.0420	-0.0422	-0.0274	0.7008
ENSG00000008130	ENSG00000145216	NADK	FIP1L1	0.3242	-0.0239	-0.0239	-0.0488	0.8271
ENSG00000008300	ENSG00000120694	CELSR3	HSPH1	0.3256	-0.0436	-0.0435	-0.1391	0.6902
ENSG00000008300	ENSG00000141458	CELSR3	NPC1	0.3416	-0.0118	-0.0118	-0.0128	0.9144
ENSG00000008300	ENSG00000162231	CELSR3	NXF1	0.2898	-0.0297	-0.0297	-0.0686	0.7861
ENSG00000008300	ENSG00000198873	CELSR3	GRK5	0.3177	-0.0118	-0.0118	-0.0119	0.9144
ENSG00000008300	ENSG00000273149	CELSR3	AL138963.3	0.3063	-0.0118	-0.0118	-0.0123	0.9144
ENSG00000008382	ENSG00000128534	MPND	LSM8	0.3729	-0.0390	-0.0392	-0.1249	0.7213
ENSG00000008382	ENSG00000142207	MPND	URB1	0.3112	-0.0269	-0.0269	-0.0597	0.8060
ENSG00000008513	ENSG00000163346	ST3GAL1	PBXIP1	0.3378	-0.1210	-0.1239	-0.1353	0.2671
ENSG00000008513	ENSG00000163659	ST3GAL1	TIPARP	0.3033	0.0645	0.0628	0.0360	0.5553
ENSG00000008513	ENSG00000187608	ST3GAL1	ISG15	0.3321	0.1758	0.1680	0.1235	0.1055
ENSG00000009830	ENSG00000149273	POMT2	RPS3	0.3413	-0.1340	-0.1192	-0.6853	0.2188
ENSG00000009830	ENSG00000189164	POMT2	ZNF527	0.3196	-0.0118	-0.0118	-0.0117	0.9144
ENSG00000010165	ENSG00000103168	METTL13	TAF1C	0.3316	-0.0118	-0.0118	-0.0121	0.9144
ENSG00000010219	ENSG00000114439	DYRK4	BBX	0.2587	-0.0495	-0.0496	-0.2160	0.6508
ENSG00000010219	ENSG00000137070	DYRK4	IL11RA	0.2877	-0.0239	-0.0239	-0.0511	0.8268
ENSG00000010219	ENSG00000166398	DYRK4	KIAA0355	0.2978	0.3776	0.4007	1.0878	0.0003
ENSG00000010219	ENSG00000176208	DYRK4	ATAD5	0.3059	-0.0118	-0.0118	-0.0127	0.9144
ENSG00000010310	ENSG00000183091	GIPR	NEB	0.3199	-0.0166	-0.0167	-0.0222	0.8791
ENSG00000010404	ENSG00000006007	IDS	GDE1	0.3644	-0.0593	-0.0590	-0.0126	0.5878
ENSG00000010404	ENSG00000132182	IDS	NUP210	0.3493	0.4616	0.4610	0.3994	0.0000
ENSG00000010404	ENSG00000160799	IDS	CCDC12	0.3027	0.2992	0.2961	0.2165	0.0051
ENSG00000010404	ENSG00000198712	IDS	MT-CO2	0.3981	0.0857	0.0555	0.0199	0.4330
ENSG00000010404	ENSG00000198938	IDS	MT-CO3	0.3743	0.1006	0.0543	0.0265	0.3567
ENSG00000010404	ENSG00000251562	IDS	MALAT1	0.3403	-0.1538	-0.0760	-0.0587	0.1575
ENSG00000010610	ENSG00000100564	CD4	PIGH	0.3408	0.0976	0.0941	0.0598	0.3715
ENSG00000010671	ENSG00000101189	BTK	MRGBP	0.3117	-0.0167	-0.0167	-0.0230	0.8785
ENSG00000010671	ENSG00000111678	BTK	C12orf57	0.3090	-0.0552	-0.0553	-0.2342	0.6134
ENSG00000010671	ENSG00000142252	BTK	GEMIN7	0.3224	-0.0118	-0.0118	-0.0113	0.9144
ENSG00000010810	ENSG00000069667	FYN	RORA	0.3467	0.2686	0.3034	0.3137	0.0124
ENSG00000010810	ENSG00000111913	FYN	RIPOR2	0.3362	0.1357	0.1996	0.1639	0.2129
ENSG00000010810	ENSG00000137409	FYN	MTCH1	0.3270	0.3596	0.3450	0.3075	0.0007
ENSG00000010810	ENSG00000165322	FYN	ARHGAP12	0.3546	0.1026	0.1048	0.0341	0.3474
ENSG00000010810	ENSG00000180902	FYN	D2HGDH	0.3173	-0.0076	-0.0129	-0.0036	0.9446
ENSG00000010810	ENSG00000181744	FYN	C3orf58	0.3335	-0.1571	-0.1567	-0.1050	0.1487
ENSG00000010810	ENSG00000205268	FYN	PDE7A	0.3552	0.2490	0.2834	0.2517	0.0208
ENSG00000011009	ENSG00000140382	LYPLA2	HMG20A	0.3071	-0.0520	-0.0520	-0.0360	0.6344
ENSG00000011009	ENSG00000153774	LYPLA2	CFDP1	0.3310	-0.0934	-0.0934	-0.1116	0.3925
ENSG00000011009	ENSG00000198380	LYPLA2	GFPT1	0.2941	-0.0603	-0.0604	-0.0538	0.5812
ENSG00000011198	ENSG00000147155	ABHD5	EBP	0.3239	-0.0645	-0.0649	-0.0360	0.5549
ENSG00000011198	ENSG00000174695	ABHD5	TMEM167A	0.3295	-0.0521	-0.0526	-0.0290	0.6336
ENSG00000011198	ENSG00000188917	ABHD5	TRMT2B	0.3442	-0.0369	-0.0370	-0.0149	0.7357
ENSG00000011405	ENSG00000129925	PIK3C2A	TMEM8A	0.2829	-0.0561	-0.0565	-0.0782	0.6078
ENSG00000011405	ENSG00000156738	PIK3C2A	MS4A1	0.3582	-0.0468	-0.0472	-0.0678	0.6689
ENSG00000011422	ENSG00000115464	PLAUR	USP34	0.3104	-0.0436	-0.0435	-0.1364	0.6905
ENSG00000011478	ENSG00000148343	QPCTL	MIGA2	0.3483	-0.0206	-0.0206	-0.0330	0.8509
ENSG00000011478	ENSG00000234883	QPCTL	MIR155HG	0.2939	-0.0118	-0.0118	-0.0103	0.9144
ENSG00000012061	ENSG00000070950	ERCC1	RAD18	0.2961	-0.0238	-0.0238	-0.0250	0.8278
ENSG00000012061	ENSG00000158636	ERCC1	EMSY	0.3451	-0.0293	-0.0293	-0.0324	0.7887
ENSG00000012061	ENSG00000163466	ERCC1	ARPC2	0.3336	-0.1177	-0.1146	-0.3991	0.2803
ENSG00000012061	ENSG00000168758	ERCC1	SEMA4C	0.3152	-0.0237	-0.0238	-0.0259	0.8282
ENSG00000012061	ENSG00000205268	ERCC1	PDE7A	0.3502	0.0820	0.0851	0.2393	0.4531
ENSG00000012232	ENSG00000143337	EXTL3	TOR1AIP1	0.3573	0.4510	0.4510	0.6127	0.0000
ENSG00000012983	ENSG00000145736	MAP4K5	GTF2H2	0.3339	-0.0564	-0.0565	-0.0776	0.6060
ENSG00000013288	ENSG00000104361	MAN2B2	NIPAL2	0.3083	-0.0382	-0.0383	-0.0230	0.7266
ENSG00000013288	ENSG00000164024	MAN2B2	METAP1	0.3253	-0.0471	-0.0472	-0.0398	0.6669
ENSG00000013288	ENSG00000166411	MAN2B2	IDH3A	0.2788	-0.0382	-0.0383	-0.0233	0.7267
ENSG00000013561	ENSG00000111707	RNF14	SUDS3	0.3147	-0.0340	-0.0341	-0.0239	0.7559
ENSG00000013563	ENSG00000055147	DNASE1L1	FAM114A2	0.3362	-0.0166	-0.0167	-0.0108	0.8792
ENSG00000013573	ENSG00000088833	DDX11	NSFL1C	0.3655	-0.0293	-0.0293	-0.0420	0.7887
ENSG00000014216	ENSG00000143376	CAPN1	SNX27	0.3273	-0.0419	-0.0422	-0.0270	0.7018
ENSG00000014216	ENSG00000164631	CAPN1	ZNF12	0.3045	-0.0419	-0.0422	-0.0234	0.7015
ENSG00000014216	ENSG00000174238	CAPN1	PITPNA	0.3455	-0.0419	-0.0422	-0.0239	0.7016
ENSG00000016864	ENSG00000114956	GLT8D1	DGUOK	0.3013	-0.0269	-0.0269	-0.0477	0.8061
ENSG00000016864	ENSG00000214160	GLT8D1	ALG3	0.3134	-0.0205	-0.0206	-0.0309	0.8514
ENSG00000016864	ENSG00000244462	GLT8D1	RBM12	0.2846	-0.0206	-0.0206	-0.0299	0.8506
ENSG00000017260	ENSG00000062194	ATP2C1	GPBP1	0.3133	0.4916	0.4913	0.7467	0.0000
ENSG00000017260	ENSG00000068028	ATP2C1	RASSF1	0.3930	0.7123	0.6747	0.7060	0.0000
ENSG00000017260	ENSG00000189227	ATP2C1	C15orf61	0.3500	-0.0420	-0.0422	-0.0229	0.7010
ENSG00000017260	ENSG00000229809	ATP2C1	ZNF688	0.3336	-0.0296	-0.0297	-0.0100	0.7870
ENSG00000017797	ENSG00000124766	RALBP1	SOX4	0.3287	-0.0652	-0.0656	-0.0526	0.5506
ENSG00000017797	ENSG00000139437	RALBP1	TCHP	0.3544	-0.0561	-0.0565	-0.0392	0.6082
ENSG00000018510	ENSG00000121542	AGPS	SEC22A	0.3425	-0.0237	-0.0238	-0.0200	0.8284
ENSG00000018510	ENSG00000132780	AGPS	NASP	0.3222	-0.0643	-0.0648	-0.1495	0.5566
ENSG00000018510	ENSG00000282386	AGPS	AL358472.4	0.3556	-0.0167	-0.0167	-0.0101	0.8789
ENSG00000019582	ENSG00000127528	CD74	KLF2	0.3580	0.1629	0.1142	0.2254	0.1341
ENSG00000019582	ENSG00000196776	CD74	CD47	0.3147	0.5208	0.5102	0.5148	0.0000
ENSG00000023041	ENSG00000121390	ZDHHC6	PSPC1	0.3819	-0.0607	-0.0608	-0.0885	0.5787
ENSG00000025708	ENSG00000141905	TYMP	NFIC	0.3416	0.5018	0.4799	0.3893	0.0000
ENSG00000026103	ENSG00000015285	FAS	WAS	0.3327	0.3166	0.3166	0.9058	0.0030
ENSG00000026103	ENSG00000153814	FAS	JAZF1	0.3346	-0.0118	-0.0118	-0.0109	0.9144
ENSG00000026103	ENSG00000161036	FAS	LRWD1	0.3075	-0.0167	-0.0167	-0.0205	0.8786
ENSG00000026103	ENSG00000173889	FAS	PHC3	0.3598	0.2918	0.3049	0.8860	0.0064
ENSG00000026103	ENSG00000197016	FAS	ZNF470	0.3588	-0.0167	-0.0167	-0.0227	0.8786
ENSG00000026297	ENSG00000001461	RNASET2	NIPAL3	0.3502	0.3581	0.3686	0.3005	0.0007
ENSG00000026297	ENSG00000138071	RNASET2	ACTR2	0.2956	-0.2002	-0.1995	-0.2089	0.0646
ENSG00000026297	ENSG00000146083	RNASET2	RNF44	0.3131	0.1055	0.0962	0.0509	0.3335
ENSG00000026297	ENSG00000146963	RNASET2	LUC7L2	0.3470	0.2166	0.1926	0.1239	0.0451
ENSG00000027075	ENSG00000127463	PRKCH	EMC1	0.3183	0.0415	0.0375	0.0320	0.7046
ENSG00000027075	ENSG00000185338	PRKCH	SOCS1	0.3518	-0.2179	-0.2169	-0.2345	0.0438
ENSG00000027075	ENSG00000215301	PRKCH	DDX3X	0.3131	-0.1843	-0.1554	-0.2689	0.0893
ENSG00000027697	ENSG00000146904	IFNGR1	EPHA1	0.2960	-0.0238	-0.0238	-0.0221	0.8277
ENSG00000027697	ENSG00000198874	IFNGR1	TYW1	0.3472	-0.0292	-0.0293	-0.0371	0.7898
ENSG00000027847	ENSG00000111913	B4GALT7	RIPOR2	0.3247	0.1719	0.1748	0.5716	0.1135
ENSG00000027847	ENSG00000171858	B4GALT7	RPS21	0.3145	0.0769	0.0156	0.2682	0.4816
ENSG00000027869	ENSG00000004700	SH2D2A	RECQL	0.3979	0.2762	0.3153	0.4360	0.0101
ENSG00000029534	ENSG00000141424	ANK1	SLC39A6	0.3135	-0.0167	-0.0167	-0.0246	0.8785
ENSG00000029639	ENSG00000121064	TFB1M	SCPEP1	0.3001	-0.0296	-0.0297	-0.0670	0.7870
ENSG00000030582	ENSG00000122512	GRN	PMS2	0.3189	0.3090	0.2765	0.2730	0.0038
ENSG00000030582	ENSG00000246851	GRN	AL157938.3	0.3427	-0.0602	-0.0604	-0.0739	0.5819
ENSG00000031003	ENSG00000126261	FAM13B	UBA2	0.3427	-0.0812	-0.0814	-0.0749	0.4573
ENSG00000031081	ENSG00000107140	ARHGAP31	TESK1	0.3340	-0.0206	-0.0206	-0.0395	0.8505
ENSG00000031081	ENSG00000154429	ARHGAP31	CCSAP	0.3420	-0.0167	-0.0167	-0.0265	0.8788
ENSG00000032444	ENSG00000120910	PNPLA6	PPP3CC	0.4044	0.1274	0.1072	0.1171	0.2425
ENSG00000032444	ENSG00000125743	PNPLA6	SNRPD2	0.3485	-0.0735	-0.0738	-0.0640	0.5013
ENSG00000032444	ENSG00000137770	PNPLA6	CTDSPL2	0.3187	0.3750	0.3905	0.2483	0.0004
ENSG00000033011	ENSG00000113649	ALG1	TCERG1	0.2749	-0.0206	-0.0206	-0.0293	0.8505
ENSG00000033011	ENSG00000130363	ALG1	RSPH3	0.3079	-0.0167	-0.0167	-0.0229	0.8784
ENSG00000033011	ENSG00000241685	ALG1	ARPC1A	0.3502	-0.0167	-0.0167	-0.0200	0.8785
ENSG00000033100	ENSG00000090621	CHPF2	PABPC4	0.2964	0.1972	0.2171	0.2313	0.0688
ENSG00000033170	ENSG00000116852	FUT8	KIF21B	0.3149	0.1363	0.1291	0.1348	0.2108
ENSG00000033800	ENSG00000136098	PIAS1	NEK3	0.2914	-0.0293	-0.0293	-0.0255	0.7888
ENSG00000033800	ENSG00000156697	PIAS1	UTP14A	0.3086	-0.0361	-0.0361	-0.0375	0.7417
ENSG00000033800	ENSG00000267705	PIAS1	AC104365.3	0.3020	-0.0206	-0.0206	-0.0127	0.8506
ENSG00000034152	ENSG00000112339	MAP2K3	HBS1L	0.3433	-0.0236	-0.0239	-0.0543	0.8289
ENSG00000034152	ENSG00000269556	MAP2K3	TMEM185A	0.3478	-0.0167	-0.0167	-0.0244	0.8785
ENSG00000035681	ENSG00000141543	NSMAF	EIF4A3	0.3094	0.3133	0.3152	0.6037	0.0033
ENSG00000035681	ENSG00000145780	NSMAF	FEM1C	0.3585	-0.0239	-0.0239	-0.0122	0.8268
ENSG00000035720	ENSG00000115548	STAP1	KDM3A	0.3516	-0.0422	-0.0422	-0.0767	0.6997
ENSG00000035720	ENSG00000148341	STAP1	SH3GLB2	0.3291	-0.0238	-0.0238	-0.0247	0.8278
ENSG00000037474	ENSG00000054118	NSUN2	THRAP3	0.2952	-0.0495	-0.0496	-0.1829	0.6510
ENSG00000037474	ENSG00000169231	NSUN2	THBS3	0.3059	-0.0118	-0.0118	-0.0119	0.9144
ENSG00000038002	ENSG00000008294	AGA	SPAG9	0.3173	-0.0321	-0.0322	-0.0940	0.7689
ENSG00000038002	ENSG00000139182	AGA	CLSTN3	0.3657	-0.0206	-0.0206	-0.0390	0.8507
ENSG00000038002	ENSG00000139826	AGA	ABHD13	0.3267	-0.0239	-0.0239	-0.0534	0.8270
ENSG00000038382	ENSG00000166595	TRIO	FAM96B	0.3327	-0.0205	-0.0206	-0.0368	0.8511
ENSG00000038382	ENSG00000172809	TRIO	RPL38	0.3336	-0.0788	-0.0770	-0.4084	0.4706
ENSG00000039319	ENSG00000069849	ZFYVE16	ATP1B3	0.2821	0.1321	0.1096	0.1478	0.2255
ENSG00000039319	ENSG00000143633	ZFYVE16	C1orf131	0.3135	0.1861	0.2048	0.1440	0.0863
ENSG00000039319	ENSG00000159335	ZFYVE16	PTMS	0.3425	-0.0269	-0.0269	-0.0116	0.8060
ENSG00000040933	ENSG00000162522	INPP4A	KIAA1522	0.2953	-0.0321	-0.0322	-0.0122	0.7690
ENSG00000040933	ENSG00000171365	INPP4A	CLCN5	0.2965	-0.0452	-0.0459	-0.0256	0.6796
ENSG00000041357	ENSG00000066557	PSMA4	LRRC40	0.3442	-0.0167	-0.0167	-0.0109	0.8785
ENSG00000041357	ENSG00000138442	PSMA4	WDR12	0.2910	-0.0167	-0.0167	-0.0118	0.8785
ENSG00000041802	ENSG00000099624	LSG1	ATP5F1D	0.3386	-0.0562	-0.0565	-0.0869	0.6070
ENSG00000041802	ENSG00000133131	LSG1	MORC4	0.2976	-0.0206	-0.0206	-0.0128	0.8505
ENSG00000041802	ENSG00000142892	LSG1	PIGK	0.3653	-0.0361	-0.0361	-0.0387	0.7413
ENSG00000041802	ENSG00000183401	LSG1	CCDC159	0.2902	-0.0419	-0.0420	-0.0496	0.7017
ENSG00000041802	ENSG00000255423	LSG1	EBLN2	0.3207	-0.0206	-0.0206	-0.0148	0.8505
ENSG00000042088	ENSG00000122417	TDP1	ODF2L	0.3223	-0.0456	-0.0456	-0.1664	0.6765
ENSG00000042088	ENSG00000127990	TDP1	SGCE	0.3602	-0.0118	-0.0118	-0.0124	0.9144
ENSG00000042088	ENSG00000188511	TDP1	C22orf34	0.3860	-0.0167	-0.0167	-0.0235	0.8785
ENSG00000042088	ENSG00000233230	TDP1	AC079807.1	0.3348	-0.0167	-0.0167	-0.0244	0.8787
ENSG00000042980	ENSG00000278668	ADAM28	AC005899.7	0.3698	-0.0166	-0.0167	-0.0102	0.8792
ENSG00000043514	ENSG00000126953	TRIT1	TIMM8A	0.3461	-0.0118	-0.0118	-0.0129	0.9144
ENSG00000043514	ENSG00000164091	TRIT1	WDR82	0.3084	-0.0322	-0.0322	-0.0925	0.7683
ENSG00000047188	ENSG00000163082	YTHDC2	SGPP2	0.3519	-0.0268	-0.0269	-0.0093	0.8066
ENSG00000047188	ENSG00000198755	YTHDC2	RPL10A	0.2963	-0.1012	-0.1103	-0.2191	0.3539
ENSG00000047249	ENSG00000172340	ATP6V1H	SUCLG2	0.3083	0.3343	0.2765	0.3740	0.0017
ENSG00000047315	ENSG00000136059	POLR2B	VILL	0.3062	-0.0687	-0.0688	-0.0377	0.5298
ENSG00000047315	ENSG00000151445	POLR2B	VIPAS39	0.3334	0.1167	0.1169	0.0614	0.2845
ENSG00000047315	ENSG00000158987	POLR2B	RAPGEF6	0.3466	-0.0797	-0.0799	-0.0516	0.4656
ENSG00000047315	ENSG00000163788	POLR2B	SNRK	0.3354	-0.1070	-0.1076	-0.0912	0.3266
ENSG00000047315	ENSG00000262246	POLR2B	CORO7	0.2870	-0.1512	-0.1520	-0.1760	0.1645
ENSG00000047365	ENSG00000015133	ARAP2	CCDC88C	0.3908	0.3782	0.3815	0.3848	0.0003
ENSG00000047365	ENSG00000048740	ARAP2	CELF2	0.3548	0.1986	0.2203	0.2383	0.0668
ENSG00000047365	ENSG00000100650	ARAP2	SRSF5	0.3058	0.2229	0.2985	0.2844	0.0391
ENSG00000047365	ENSG00000114439	ARAP2	BBX	0.3738	0.4180	0.4126	0.4138	0.0001
ENSG00000047365	ENSG00000128294	ARAP2	TPST2	0.3658	-0.1250	-0.1250	-0.0782	0.2514
ENSG00000047365	ENSG00000129657	ARAP2	SEC14L1	0.3343	0.0677	0.0790	0.0304	0.5357
ENSG00000047365	ENSG00000136527	ARAP2	TRA2B	0.3378	0.3696	0.4174	0.4690	0.0005
ENSG00000047365	ENSG00000168724	ARAP2	DNAJC21	0.3372	-0.1249	-0.1250	-0.0769	0.2517
ENSG00000047365	ENSG00000225484	ARAP2	NUTM2B-AS1	0.3053	0.1078	0.1045	0.1097	0.3232
ENSG00000047410	ENSG00000184009	TPR	ACTG1	0.2984	-0.2987	-0.2731	-0.3731	0.0052
ENSG00000047410	ENSG00000197885	TPR	NKIRAS1	0.2802	-0.0873	-0.0866	-0.0304	0.4243
ENSG00000048028	ENSG00000152749	USP28	GPR180	0.3193	-0.0206	-0.0206	-0.0122	0.8510
ENSG00000048028	ENSG00000157693	USP28	TMEM268	0.3410	0.5294	0.5567	0.2878	0.0000
ENSG00000049192	ENSG00000134590	ADAMTS6	RTL8C	0.2895	-0.0166	-0.0167	-0.0120	0.8792
ENSG00000049192	ENSG00000139055	ADAMTS6	ERP27	0.3420	-0.0166	-0.0167	-0.0103	0.8792
ENSG00000049192	ENSG00000140153	ADAMTS6	WDR20	0.3258	-0.0291	-0.0293	-0.0339	0.7903
ENSG00000049192	ENSG00000170266	ADAMTS6	GLB1	0.3022	-0.0338	-0.0341	-0.0472	0.7571
ENSG00000049239	ENSG00000125656	H6PD	CLPP	0.2931	-0.0293	-0.0293	-0.0248	0.7887
ENSG00000049239	ENSG00000164938	H6PD	TP53INP1	0.3599	0.3604	0.3765	0.2938	0.0007
ENSG00000049246	ENSG00000115966	PER3	ATF2	0.4015	-0.0421	-0.0422	-0.0643	0.7003
ENSG00000051382	ENSG00000171204	PIK3CB	TMEM126B	0.3174	-0.0419	-0.0420	-0.0316	0.7017
ENSG00000051382	ENSG00000260708	PIK3CB	AL118516.1	0.2724	0.3395	0.3174	0.4920	0.0014
ENSG00000054148	ENSG00000111269	PHPT1	CREBL2	0.2978	-0.0118	-0.0118	-0.0113	0.9144
ENSG00000054148	ENSG00000188295	PHPT1	ZNF669	0.3405	-0.0206	-0.0206	-0.0342	0.8506
ENSG00000054654	ENSG00000005483	SYNE2	KMT2E	0.3772	0.1426	0.2011	0.1264	0.1904
ENSG00000054654	ENSG00000080824	SYNE2	HSP90AA1	0.3466	0.1509	0.2740	0.1404	0.1654
